start_station,end_station,directions_time_min,start_lat,start_lng,end_lat,end_lng,same_line,interchange_station,metro_distance_km
Ameerpet,Assembly,10,17.435697,78.444603,17.39813,78.470786,True,,5.31
Ameerpet,Dr. B. R. Ambedkar Balanagar,10,17.435697,78.444603,17.477586,78.42099,True,,5.64
Ameerpet,Begumpet,3,17.435697,78.444603,17.437583,78.456945,True,,1.57
Ameerpet,Bharat Nagar,7,17.435697,78.444603,17.464046,78.430048,True,,3.51
Ameerpet,Chaitanyapuri,25,17.435697,78.444603,17.368398,78.535855,True,,13.96
Ameerpet,Chikkadpally,27,17.435697,78.444603,17.400805,78.494876,False,Mahatma Gandhi Bus Station,11.34
Ameerpet,Dilsukhnagar,24,17.435697,78.444603,17.368594,78.525728,True,,12.88
Ameerpet,Durgam Cheruvu,16,17.435697,78.444603,17.442854,78.387646,True,,7.63
Ameerpet,ESI Hospital,4,17.435697,78.444603,17.447377,78.438352,True,,1.46
Ameerpet,Erragadda,5,17.435697,78.444603,17.457235,78.433531,True,,2.67
Ameerpet,Gandhi Bhavan,13,17.435697,78.444603,17.38609,78.473099,True,,6.75
Ameerpet,Gandhi Hospital,31,17.435697,78.444603,17.425639,78.501872,False,JBS Parade Ground,14.24
Ameerpet,HITEC City,17,17.435697,78.444603,17.449025,78.383239,True,,8.46
Ameerpet,Habsiguda,20,17.435697,78.444603,17.420218,78.540538,True,,12.65
Ameerpet,Irrum Manzil,3,17.435697,78.444603,17.42036,78.456186,True,,2.08
Ameerpet,JBS Parade Ground,36,17.435697,78.444603,17.444472,78.497483,False,,16.8
Ameerpet,JNTU College,16,17.435697,78.444603,17.498679,78.389015,True,,9.59
Ameerpet,Jubilee Hills Check Post,9,17.435697,78.444603,17.42834,78.413688,True,,3.9
Ameerpet,KPHB Colony,14,17.435697,78.444603,17.493796,78.401668,True,,8.1
Ameerpet,Khairatabad,6,17.435697,78.444603,17.411614,78.460844,True,,3.21
Ameerpet,Kukatpally,12,17.435697,78.444603,17.485121,78.411553,True,,6.64
Ameerpet,LB Nagar,29,17.435697,78.444603,17.349724,78.547972,True,,16.62
Ameerpet,Lakdi Ka Pul,8,17.435697,78.444603,17.403687,78.464591,True,,4.31
Ameerpet,Madhapur,13,17.435697,78.444603,17.436879,78.400681,True,,5.74
Ameerpet,Madhura Nagar,2,17.435697,78.444603,17.437715,78.44055,True,,0.7
Ameerpet,Mahatma Gandhi Bus Station,31,17.435697,78.444603,17.379856,78.485961,False,,14.81
Ameerpet,Malakpet,18,17.435697,78.444603,17.377292,78.493831,True,,9.27
Ameerpet,Mettuguda,16,17.435697,78.444603,17.435572,78.5196,True,,9.8
Ameerpet,Miyapur,18,17.435697,78.444603,17.4964542,78.3729359,True,,11.34
Ameerpet,Moosapet,8,17.435697,78.444603,17.472162,78.425925,True,,4.51
Ameerpet,Musarambagh,21,17.435697,78.444603,17.371136,78.511946,True,,11.37
Ameerpet,Musheerabad,30,17.435697,78.444603,17.418808,78.499823,False,JBS Parade Ground,13.35
Ameerpet,Ngri,22,17.435697,78.444603,17.414859,78.546309,True,,13.8
Ameerpet,Nagole,27,17.435697,78.444603,17.39051,78.558659,True,,17.09
Ameerpet,Nampally,11,17.435697,78.444603,17.392352,78.470132,True,,5.97
Ameerpet,Narayanguda,25,17.435697,78.444603,17.394383,78.489863,False,Mahatma Gandhi Bus Station,10.41
Ameerpet,New Market,20,17.435697,78.444603,17.373486,78.502903,True,,10.38
Ameerpet,Osmania Medical College,14,17.435697,78.444603,17.382358,78.481073,True,,7.74
Ameerpet,Paradise,9,17.435697,78.444603,17.443496,78.486186,True,,5.17
Ameerpet,Peddamma Gudi,11,17.435697,78.444603,17.4306,78.408448,True,,4.84
Ameerpet,Prakash Nagar,5,17.435697,78.444603,17.445126,78.465903,True,,2.99
Ameerpet,Punjagutta,2,17.435697,78.444603,17.428583,78.45115,True,,1.05
Ameerpet,RTC Cross Roads,29,17.435697,78.444603,17.407119,78.496553,False,JBS Parade Ground,12.15
Ameerpet,Raidurg,21,17.435697,78.444603,17.442274,78.377094,True,,9.91
Ameerpet,Rasoolpura,7,17.435697,78.444603,17.443606,78.476363,True,,4.13
Ameerpet,Road No. 5 Jubilee Hills,7,17.435697,78.444603,17.430088,78.422995,True,,2.65
Ameerpet,S R Nagar,2,17.435697,78.444603,17.441659,78.441634,True,,0.74
Ameerpet,Secunderabad East,13,17.435697,78.444603,17.435789,78.505431,True,,8.25
Ameerpet,Secunderabad West,34,17.435697,78.444603,17.433718,78.499194,False,JBS Parade Ground,15.48
Ameerpet,Stadium,24,17.435697,78.444603,17.408538,78.553504,True,,14.98
Ameerpet,Sultan Bazaar,23,17.435697,78.444603,17.384134,78.483697,False,Mahatma Gandhi Bus Station,9.09
Ameerpet,Tarnaka,18,17.435697,78.444603,17.428297,78.52856,True,,11.05
Ameerpet,Uppal,25,17.435697,78.444603,17.400078,78.560251,True,,16.06
Ameerpet,Victoria Memorial,27,17.435697,78.444603,17.361889,78.543962,True,,15.19
Ameerpet,Yousufguda,5,17.435697,78.444603,17.435081,78.427292,True,,1.8
Assembly,Ameerpet,10,17.39813,78.470786,17.435697,78.444603,True,,5.31
Assembly,Dr. B. R. Ambedkar Balanagar,20,17.39813,78.470786,17.477586,78.42099,True,,10.95
Assembly,Begumpet,18,17.39813,78.470786,17.437583,78.456945,False,Ameerpet,6.88
Assembly,Bharat Nagar,17,17.39813,78.470786,17.464046,78.430048,True,,8.82
Assembly,Chaitanyapuri,15,17.39813,78.470786,17.368398,78.535855,True,,8.65
Assembly,Chikkadpally,17,17.39813,78.470786,17.400805,78.494876,False,Mahatma Gandhi Bus Station,6.03
Assembly,Dilsukhnagar,14,17.39813,78.470786,17.368594,78.525728,True,,7.57
Assembly,Durgam Cheruvu,31,17.39813,78.470786,17.442854,78.387646,False,Ameerpet,12.94
Assembly,ESI Hospital,14,17.39813,78.470786,17.447377,78.438352,True,,6.77
Assembly,Erragadda,15,17.39813,78.470786,17.457235,78.433531,True,,7.98
Assembly,Gandhi Bhavan,3,17.39813,78.470786,17.38609,78.473099,True,,1.44
Assembly,Gandhi Hospital,21,17.39813,78.470786,17.425639,78.501872,False,Mahatma Gandhi Bus Station,8.93
Assembly,HITEC City,32,17.39813,78.470786,17.449025,78.383239,False,Ameerpet,13.77
Assembly,Habsiguda,35,17.39813,78.470786,17.420218,78.540538,False,Ameerpet,17.96
Assembly,Irrum Manzil,7,17.39813,78.470786,17.42036,78.456186,True,,3.23
Assembly,JBS Parade Ground,26,17.39813,78.470786,17.444472,78.497483,False,Mahatma Gandhi Bus Station,11.49
Assembly,JNTU College,26,17.39813,78.470786,17.498679,78.389015,True,,14.9
Assembly,Jubilee Hills Check Post,24,17.39813,78.470786,17.42834,78.413688,False,Ameerpet,9.21
Assembly,KPHB Colony,24,17.39813,78.470786,17.493796,78.401668,True,,13.41
Assembly,Khairatabad,4,17.39813,78.470786,17.411614,78.460844,True,,2.1
Assembly,Kukatpally,22,17.39813,78.470786,17.485121,78.411553,True,,11.95
Assembly,LB Nagar,19,17.39813,78.470786,17.349724,78.547972,True,,11.31
Assembly,Lakdi Ka Pul,2,17.39813,78.470786,17.403687,78.464591,True,,1.0
Assembly,Madhapur,28,17.39813,78.470786,17.436879,78.400681,False,Ameerpet,11.05
Assembly,Madhura Nagar,17,17.39813,78.470786,17.437715,78.44055,False,Ameerpet,6.01
Assembly,Mahatma Gandhi Bus Station,6,17.39813,78.470786,17.379856,78.485961,True,,3.05
Assembly,Malakpet,8,17.39813,78.470786,17.377292,78.493831,True,,3.96
Assembly,Mettuguda,31,17.39813,78.470786,17.435572,78.5196,False,Ameerpet,15.11
Assembly,Miyapur,28,17.39813,78.470786,17.4964542,78.3729359,True,,16.65
Assembly,Moosapet,18,17.39813,78.470786,17.472162,78.425925,True,,9.82
Assembly,Musarambagh,11,17.39813,78.470786,17.371136,78.511946,True,,6.06
Assembly,Musheerabad,20,17.39813,78.470786,17.418808,78.499823,False,Mahatma Gandhi Bus Station,8.04
Assembly,Ngri,37,17.39813,78.470786,17.414859,78.546309,False,Ameerpet,19.11
Assembly,Nagole,42,17.39813,78.470786,17.39051,78.558659,False,Ameerpet,22.4
Assembly,Nampally,1,17.39813,78.470786,17.392352,78.470132,True,,0.66
Assembly,Narayanguda,15,17.39813,78.470786,17.394383,78.489863,False,Mahatma Gandhi Bus Station,5.1
Assembly,New Market,10,17.39813,78.470786,17.373486,78.502903,True,,5.07
Assembly,Osmania Medical College,4,17.39813,78.470786,17.382358,78.481073,True,,2.43
Assembly,Paradise,24,17.39813,78.470786,17.443496,78.486186,False,Ameerpet,10.48
Assembly,Peddamma Gudi,26,17.39813,78.470786,17.4306,78.408448,False,Ameerpet,10.15
Assembly,Prakash Nagar,20,17.39813,78.470786,17.445126,78.465903,False,Ameerpet,8.3
Assembly,Punjagutta,8,17.39813,78.470786,17.428583,78.45115,True,,4.26
Assembly,RTC Cross Roads,19,17.39813,78.470786,17.407119,78.496553,False,Mahatma Gandhi Bus Station,6.84
Assembly,Raidurg,36,17.39813,78.470786,17.442274,78.377094,False,Ameerpet,15.22
Assembly,Rasoolpura,22,17.39813,78.470786,17.443606,78.476363,False,Ameerpet,9.44
Assembly,Road No. 5 Jubilee Hills,22,17.39813,78.470786,17.430088,78.422995,False,Ameerpet,7.96
Assembly,S R Nagar,12,17.39813,78.470786,17.441659,78.441634,True,,6.05
Assembly,Secunderabad East,28,17.39813,78.470786,17.435789,78.505431,False,Ameerpet,13.56
Assembly,Secunderabad West,24,17.39813,78.470786,17.433718,78.499194,False,Mahatma Gandhi Bus Station,10.17
Assembly,Stadium,39,17.39813,78.470786,17.408538,78.553504,False,Ameerpet,20.29
Assembly,Sultan Bazaar,13,17.39813,78.470786,17.384134,78.483697,False,Mahatma Gandhi Bus Station,3.78
Assembly,Tarnaka,33,17.39813,78.470786,17.428297,78.52856,False,Ameerpet,16.36
Assembly,Uppal,40,17.39813,78.470786,17.400078,78.560251,False,Ameerpet,21.37
Assembly,Victoria Memorial,17,17.39813,78.470786,17.361889,78.543962,True,,9.88
Assembly,Yousufguda,20,17.39813,78.470786,17.435081,78.427292,False,Ameerpet,7.11
Dr. B. R. Ambedkar Balanagar,Ameerpet,10,17.477586,78.42099,17.435697,78.444603,True,,5.64
Dr. B. R. Ambedkar Balanagar,Assembly,20,17.477586,78.42099,17.39813,78.470786,True,,10.95
Dr. B. R. Ambedkar Balanagar,Begumpet,18,17.477586,78.42099,17.437583,78.456945,False,Ameerpet,7.21
Dr. B. R. Ambedkar Balanagar,Bharat Nagar,3,17.477586,78.42099,17.464046,78.430048,True,,2.13
Dr. B. R. Ambedkar Balanagar,Chaitanyapuri,35,17.477586,78.42099,17.368398,78.535855,True,,19.6
Dr. B. R. Ambedkar Balanagar,Chikkadpally,37,17.477586,78.42099,17.400805,78.494876,False,Mahatma Gandhi Bus Station,16.98
Dr. B. R. Ambedkar Balanagar,Dilsukhnagar,34,17.477586,78.42099,17.368594,78.525728,True,,18.52
Dr. B. R. Ambedkar Balanagar,Durgam Cheruvu,31,17.477586,78.42099,17.442854,78.387646,False,Ameerpet,13.27
Dr. B. R. Ambedkar Balanagar,ESI Hospital,6,17.477586,78.42099,17.447377,78.438352,True,,4.18
Dr. B. R. Ambedkar Balanagar,Erragadda,5,17.477586,78.42099,17.457235,78.433531,True,,2.97
Dr. B. R. Ambedkar Balanagar,Gandhi Bhavan,23,17.477586,78.42099,17.38609,78.473099,True,,12.39
Dr. B. R. Ambedkar Balanagar,Gandhi Hospital,41,17.477586,78.42099,17.425639,78.501872,False,Mahatma Gandhi Bus Station,19.88
Dr. B. R. Ambedkar Balanagar,HITEC City,32,17.477586,78.42099,17.449025,78.383239,False,Ameerpet,14.1
Dr. B. R. Ambedkar Balanagar,Habsiguda,35,17.477586,78.42099,17.420218,78.540538,False,Ameerpet,18.29
Dr. B. R. Ambedkar Balanagar,Irrum Manzil,13,17.477586,78.42099,17.42036,78.456186,True,,7.72
Dr. B. R. Ambedkar Balanagar,JBS Parade Ground,46,17.477586,78.42099,17.444472,78.497483,False,Ameerpet,22.44
Dr. B. R. Ambedkar Balanagar,JNTU College,6,17.477586,78.42099,17.498679,78.389015,True,,3.95
Dr. B. R. Ambedkar Balanagar,Jubilee Hills Check Post,24,17.477586,78.42099,17.42834,78.413688,False,Ameerpet,9.54
Dr. B. R. Ambedkar Balanagar,KPHB Colony,4,17.477586,78.42099,17.493796,78.401668,True,,2.46
Dr. B. R. Ambedkar Balanagar,Khairatabad,16,17.477586,78.42099,17.411614,78.460844,True,,8.85
Dr. B. R. Ambedkar Balanagar,Kukatpally,2,17.477586,78.42099,17.485121,78.411553,True,,1.0
Dr. B. R. Ambedkar Balanagar,LB Nagar,39,17.477586,78.42099,17.349724,78.547972,True,,22.26
Dr. B. R. Ambedkar Balanagar,Lakdi Ka Pul,18,17.477586,78.42099,17.403687,78.464591,True,,9.95
Dr. B. R. Ambedkar Balanagar,Madhapur,28,17.477586,78.42099,17.436879,78.400681,False,Ameerpet,11.38
Dr. B. R. Ambedkar Balanagar,Madhura Nagar,17,17.477586,78.42099,17.437715,78.44055,False,Ameerpet,6.34
Dr. B. R. Ambedkar Balanagar,Mahatma Gandhi Bus Station,26,17.477586,78.42099,17.379856,78.485961,True,,14.0
Dr. B. R. Ambedkar Balanagar,Malakpet,28,17.477586,78.42099,17.377292,78.493831,True,,14.91
Dr. B. R. Ambedkar Balanagar,Mettuguda,31,17.477586,78.42099,17.435572,78.5196,False,Ameerpet,15.44
Dr. B. R. Ambedkar Balanagar,Miyapur,8,17.477586,78.42099,17.4964542,78.3729359,True,,5.7
Dr. B. R. Ambedkar Balanagar,Moosapet,2,17.477586,78.42099,17.472162,78.425925,True,,1.13
Dr. B. R. Ambedkar Balanagar,Musarambagh,31,17.477586,78.42099,17.371136,78.511946,True,,17.01
Dr. B. R. Ambedkar Balanagar,Musheerabad,40,17.477586,78.42099,17.418808,78.499823,False,Mahatma Gandhi Bus Station,18.99
Dr. B. R. Ambedkar Balanagar,Ngri,37,17.477586,78.42099,17.414859,78.546309,False,Ameerpet,19.44
Dr. B. R. Ambedkar Balanagar,Nagole,42,17.477586,78.42099,17.39051,78.558659,False,Ameerpet,22.73
Dr. B. R. Ambedkar Balanagar,Nampally,21,17.477586,78.42099,17.392352,78.470132,True,,11.61
Dr. B. R. Ambedkar Balanagar,Narayanguda,35,17.477586,78.42099,17.394383,78.489863,False,Mahatma Gandhi Bus Station,16.05
Dr. B. R. Ambedkar Balanagar,New Market,30,17.477586,78.42099,17.373486,78.502903,True,,16.02
Dr. B. R. Ambedkar Balanagar,Osmania Medical College,24,17.477586,78.42099,17.382358,78.481073,True,,13.38
Dr. B. R. Ambedkar Balanagar,Paradise,24,17.477586,78.42099,17.443496,78.486186,False,Ameerpet,10.81
Dr. B. R. Ambedkar Balanagar,Peddamma Gudi,26,17.477586,78.42099,17.4306,78.408448,False,Ameerpet,10.48
Dr. B. R. Ambedkar Balanagar,Prakash Nagar,20,17.477586,78.42099,17.445126,78.465903,False,Ameerpet,8.63
Dr. B. R. Ambedkar Balanagar,Punjagutta,12,17.477586,78.42099,17.428583,78.45115,True,,6.69
Dr. B. R. Ambedkar Balanagar,RTC Cross Roads,39,17.477586,78.42099,17.407119,78.496553,False,Mahatma Gandhi Bus Station,17.79
Dr. B. R. Ambedkar Balanagar,Raidurg,36,17.477586,78.42099,17.442274,78.377094,False,Ameerpet,15.55
Dr. B. R. Ambedkar Balanagar,Rasoolpura,22,17.477586,78.42099,17.443606,78.476363,False,Ameerpet,9.77
Dr. B. R. Ambedkar Balanagar,Road No. 5 Jubilee Hills,22,17.477586,78.42099,17.430088,78.422995,False,Ameerpet,8.29
Dr. B. R. Ambedkar Balanagar,S R Nagar,8,17.477586,78.42099,17.441659,78.441634,True,,4.9
Dr. B. R. Ambedkar Balanagar,Secunderabad East,28,17.477586,78.42099,17.435789,78.505431,False,Ameerpet,13.89
Dr. B. R. Ambedkar Balanagar,Secunderabad West,44,17.477586,78.42099,17.433718,78.499194,False,Mahatma Gandhi Bus Station,21.12
Dr. B. R. Ambedkar Balanagar,Stadium,39,17.477586,78.42099,17.408538,78.553504,False,Ameerpet,20.62
Dr. B. R. Ambedkar Balanagar,Sultan Bazaar,33,17.477586,78.42099,17.384134,78.483697,False,Mahatma Gandhi Bus Station,14.73
Dr. B. R. Ambedkar Balanagar,Tarnaka,33,17.477586,78.42099,17.428297,78.52856,False,Ameerpet,16.69
Dr. B. R. Ambedkar Balanagar,Uppal,40,17.477586,78.42099,17.400078,78.560251,False,Ameerpet,21.7
Dr. B. R. Ambedkar Balanagar,Victoria Memorial,37,17.477586,78.42099,17.361889,78.543962,True,,20.83
Dr. B. R. Ambedkar Balanagar,Yousufguda,20,17.477586,78.42099,17.435081,78.427292,False,Ameerpet,7.44
Begumpet,Ameerpet,3,17.437583,78.456945,17.435697,78.444603,True,,1.57
Begumpet,Assembly,18,17.437583,78.456945,17.39813,78.470786,False,Ameerpet,6.88
Begumpet,Dr. B. R. Ambedkar Balanagar,18,17.437583,78.456945,17.477586,78.42099,False,Ameerpet,7.21
Begumpet,Bharat Nagar,15,17.437583,78.456945,17.464046,78.430048,False,Ameerpet,5.08
Begumpet,Chaitanyapuri,33,17.437583,78.456945,17.368398,78.535855,False,Ameerpet,15.53
Begumpet,Chikkadpally,22,17.437583,78.456945,17.400805,78.494876,False,JBS Parade Ground,10.26
Begumpet,Dilsukhnagar,32,17.437583,78.456945,17.368594,78.525728,False,Ameerpet,14.45
Begumpet,Durgam Cheruvu,19,17.437583,78.456945,17.442854,78.387646,True,,9.2
Begumpet,ESI Hospital,12,17.437583,78.456945,17.447377,78.438352,False,Ameerpet,3.03
Begumpet,Erragadda,13,17.437583,78.456945,17.457235,78.433531,False,Ameerpet,4.24
Begumpet,Gandhi Bhavan,21,17.437583,78.456945,17.38609,78.473099,False,Ameerpet,8.32
Begumpet,Gandhi Hospital,18,17.437583,78.456945,17.425639,78.501872,False,JBS Parade Ground,7.36
Begumpet,HITEC City,20,17.437583,78.456945,17.449025,78.383239,True,,10.03
Begumpet,Habsiguda,17,17.437583,78.456945,17.420218,78.540538,True,,11.08
Begumpet,Irrum Manzil,11,17.437583,78.456945,17.42036,78.456186,False,Ameerpet,3.65
Begumpet,JBS Parade Ground,8,17.437583,78.456945,17.444472,78.497483,True,,4.8
Begumpet,JNTU College,24,17.437583,78.456945,17.498679,78.389015,False,Ameerpet,11.16
Begumpet,Jubilee Hills Check Post,12,17.437583,78.456945,17.42834,78.413688,True,,5.47
Begumpet,KPHB Colony,22,17.437583,78.456945,17.493796,78.401668,False,Ameerpet,9.67
Begumpet,Khairatabad,14,17.437583,78.456945,17.411614,78.460844,False,Ameerpet,4.78
Begumpet,Kukatpally,20,17.437583,78.456945,17.485121,78.411553,False,Ameerpet,8.21
Begumpet,LB Nagar,37,17.437583,78.456945,17.349724,78.547972,False,Ameerpet,18.19
Begumpet,Lakdi Ka Pul,16,17.437583,78.456945,17.403687,78.464591,False,Ameerpet,5.88
Begumpet,Madhapur,16,17.437583,78.456945,17.436879,78.400681,True,,7.31
Begumpet,Madhura Nagar,5,17.437583,78.456945,17.437715,78.44055,True,,2.27
Begumpet,Mahatma Gandhi Bus Station,24,17.437583,78.456945,17.379856,78.485961,False,Ameerpet,9.93
Begumpet,Malakpet,26,17.437583,78.456945,17.377292,78.493831,False,Ameerpet,10.84
Begumpet,Mettuguda,13,17.437583,78.456945,17.435572,78.5196,True,,8.23
Begumpet,Miyapur,26,17.437583,78.456945,17.4964542,78.3729359,False,Ameerpet,12.91
Begumpet,Moosapet,16,17.437583,78.456945,17.472162,78.425925,False,Ameerpet,6.08
Begumpet,Musarambagh,29,17.437583,78.456945,17.371136,78.511946,False,Ameerpet,12.94
Begumpet,Musheerabad,19,17.437583,78.456945,17.418808,78.499823,False,JBS Parade Ground,8.25
Begumpet,Ngri,19,17.437583,78.456945,17.414859,78.546309,True,,12.23
Begumpet,Nagole,24,17.437583,78.456945,17.39051,78.558659,True,,15.52
Begumpet,Nampally,19,17.437583,78.456945,17.392352,78.470132,False,Ameerpet,7.54
Begumpet,Narayanguda,24,17.437583,78.456945,17.394383,78.489863,False,JBS Parade Ground,11.19
Begumpet,New Market,28,17.437583,78.456945,17.373486,78.502903,False,Ameerpet,11.95
Begumpet,Osmania Medical College,22,17.437583,78.456945,17.382358,78.481073,False,Ameerpet,9.31
Begumpet,Paradise,6,17.437583,78.456945,17.443496,78.486186,True,,3.6
Begumpet,Peddamma Gudi,14,17.437583,78.456945,17.4306,78.408448,True,,6.41
Begumpet,Prakash Nagar,2,17.437583,78.456945,17.445126,78.465903,True,,1.42
Begumpet,Punjagutta,10,17.437583,78.456945,17.428583,78.45115,False,Ameerpet,2.62
Begumpet,RTC Cross Roads,20,17.437583,78.456945,17.407119,78.496553,False,JBS Parade Ground,9.45
Begumpet,Raidurg,24,17.437583,78.456945,17.442274,78.377094,True,,11.48
Begumpet,Rasoolpura,4,17.437583,78.456945,17.443606,78.476363,True,,2.56
Begumpet,Road No. 5 Jubilee Hills,10,17.437583,78.456945,17.430088,78.422995,True,,4.22
Begumpet,S R Nagar,10,17.437583,78.456945,17.441659,78.441634,False,Ameerpet,2.31
Begumpet,Secunderabad East,10,17.437583,78.456945,17.435789,78.505431,True,,6.68
Begumpet,Secunderabad West,15,17.437583,78.456945,17.433718,78.499194,False,JBS Parade Ground,6.12
Begumpet,Stadium,21,17.437583,78.456945,17.408538,78.553504,True,,13.41
Begumpet,Sultan Bazaar,26,17.437583,78.456945,17.384134,78.483697,False,JBS Parade Ground,12.51
Begumpet,Tarnaka,15,17.437583,78.456945,17.428297,78.52856,True,,9.48
Begumpet,Uppal,22,17.437583,78.456945,17.400078,78.560251,True,,14.49
Begumpet,Victoria Memorial,35,17.437583,78.456945,17.361889,78.543962,False,Ameerpet,16.76
Begumpet,Yousufguda,8,17.437583,78.456945,17.435081,78.427292,True,,3.37
Bharat Nagar,Ameerpet,7,17.464046,78.430048,17.435697,78.444603,True,,3.51
Bharat Nagar,Assembly,17,17.464046,78.430048,17.39813,78.470786,True,,8.82
Bharat Nagar,Dr. B. R. Ambedkar Balanagar,3,17.464046,78.430048,17.477586,78.42099,True,,2.13
Bharat Nagar,Begumpet,15,17.464046,78.430048,17.437583,78.456945,False,Ameerpet,5.08
Bharat Nagar,Chaitanyapuri,32,17.464046,78.430048,17.368398,78.535855,True,,17.47
Bharat Nagar,Chikkadpally,34,17.464046,78.430048,17.400805,78.494876,False,Mahatma Gandhi Bus Station,14.85
Bharat Nagar,Dilsukhnagar,31,17.464046,78.430048,17.368594,78.525728,True,,16.39
Bharat Nagar,Durgam Cheruvu,28,17.464046,78.430048,17.442854,78.387646,False,Ameerpet,11.14
Bharat Nagar,ESI Hospital,3,17.464046,78.430048,17.447377,78.438352,True,,2.05
Bharat Nagar,Erragadda,2,17.464046,78.430048,17.457235,78.433531,True,,0.84
Bharat Nagar,Gandhi Bhavan,20,17.464046,78.430048,17.38609,78.473099,True,,10.26
Bharat Nagar,Gandhi Hospital,38,17.464046,78.430048,17.425639,78.501872,False,Mahatma Gandhi Bus Station,17.75
Bharat Nagar,HITEC City,29,17.464046,78.430048,17.449025,78.383239,False,Ameerpet,11.97
Bharat Nagar,Habsiguda,32,17.464046,78.430048,17.420218,78.540538,False,Ameerpet,16.16
Bharat Nagar,Irrum Manzil,10,17.464046,78.430048,17.42036,78.456186,True,,5.59
Bharat Nagar,JBS Parade Ground,43,17.464046,78.430048,17.444472,78.497483,False,Ameerpet,20.31
Bharat Nagar,JNTU College,9,17.464046,78.430048,17.498679,78.389015,True,,6.08
Bharat Nagar,Jubilee Hills Check Post,21,17.464046,78.430048,17.42834,78.413688,False,Ameerpet,7.41
Bharat Nagar,KPHB Colony,7,17.464046,78.430048,17.493796,78.401668,True,,4.59
Bharat Nagar,Khairatabad,13,17.464046,78.430048,17.411614,78.460844,True,,6.72
Bharat Nagar,Kukatpally,5,17.464046,78.430048,17.485121,78.411553,True,,3.13
Bharat Nagar,LB Nagar,36,17.464046,78.430048,17.349724,78.547972,True,,20.13
Bharat Nagar,Lakdi Ka Pul,15,17.464046,78.430048,17.403687,78.464591,True,,7.82
Bharat Nagar,Madhapur,25,17.464046,78.430048,17.436879,78.400681,False,Ameerpet,9.25
Bharat Nagar,Madhura Nagar,14,17.464046,78.430048,17.437715,78.44055,False,Ameerpet,4.21
Bharat Nagar,Mahatma Gandhi Bus Station,23,17.464046,78.430048,17.379856,78.485961,True,,11.87
Bharat Nagar,Malakpet,25,17.464046,78.430048,17.377292,78.493831,True,,12.78
Bharat Nagar,Mettuguda,28,17.464046,78.430048,17.435572,78.5196,False,Ameerpet,13.31
Bharat Nagar,Miyapur,11,17.464046,78.430048,17.4964542,78.3729359,True,,7.83
Bharat Nagar,Moosapet,1,17.464046,78.430048,17.472162,78.425925,True,,1.0
Bharat Nagar,Musarambagh,28,17.464046,78.430048,17.371136,78.511946,True,,14.88
Bharat Nagar,Musheerabad,37,17.464046,78.430048,17.418808,78.499823,False,Mahatma Gandhi Bus Station,16.86
Bharat Nagar,Ngri,34,17.464046,78.430048,17.414859,78.546309,False,Ameerpet,17.31
Bharat Nagar,Nagole,39,17.464046,78.430048,17.39051,78.558659,False,Ameerpet,20.6
Bharat Nagar,Nampally,18,17.464046,78.430048,17.392352,78.470132,True,,9.48
Bharat Nagar,Narayanguda,32,17.464046,78.430048,17.394383,78.489863,False,Mahatma Gandhi Bus Station,13.92
Bharat Nagar,New Market,27,17.464046,78.430048,17.373486,78.502903,True,,13.89
Bharat Nagar,Osmania Medical College,21,17.464046,78.430048,17.382358,78.481073,True,,11.25
Bharat Nagar,Paradise,21,17.464046,78.430048,17.443496,78.486186,False,Ameerpet,8.68
Bharat Nagar,Peddamma Gudi,23,17.464046,78.430048,17.4306,78.408448,False,Ameerpet,8.35
Bharat Nagar,Prakash Nagar,17,17.464046,78.430048,17.445126,78.465903,False,Ameerpet,6.5
Bharat Nagar,Punjagutta,9,17.464046,78.430048,17.428583,78.45115,True,,4.56
Bharat Nagar,RTC Cross Roads,36,17.464046,78.430048,17.407119,78.496553,False,Mahatma Gandhi Bus Station,15.66
Bharat Nagar,Raidurg,33,17.464046,78.430048,17.442274,78.377094,False,Ameerpet,13.42
Bharat Nagar,Rasoolpura,19,17.464046,78.430048,17.443606,78.476363,False,Ameerpet,7.64
Bharat Nagar,Road No. 5 Jubilee Hills,19,17.464046,78.430048,17.430088,78.422995,False,Ameerpet,6.16
Bharat Nagar,S R Nagar,5,17.464046,78.430048,17.441659,78.441634,True,,2.77
Bharat Nagar,Secunderabad East,25,17.464046,78.430048,17.435789,78.505431,False,Ameerpet,11.76
Bharat Nagar,Secunderabad West,41,17.464046,78.430048,17.433718,78.499194,False,Mahatma Gandhi Bus Station,18.99
Bharat Nagar,Stadium,36,17.464046,78.430048,17.408538,78.553504,False,Ameerpet,18.49
Bharat Nagar,Sultan Bazaar,30,17.464046,78.430048,17.384134,78.483697,False,Mahatma Gandhi Bus Station,12.6
Bharat Nagar,Tarnaka,30,17.464046,78.430048,17.428297,78.52856,False,Ameerpet,14.56
Bharat Nagar,Uppal,37,17.464046,78.430048,17.400078,78.560251,False,Ameerpet,19.57
Bharat Nagar,Victoria Memorial,34,17.464046,78.430048,17.361889,78.543962,True,,18.7
Bharat Nagar,Yousufguda,17,17.464046,78.430048,17.435081,78.427292,False,Ameerpet,5.31
Chaitanyapuri,Ameerpet,25,17.368398,78.535855,17.435697,78.444603,True,,13.96
Chaitanyapuri,Assembly,15,17.368398,78.535855,17.39813,78.470786,True,,8.65
